accommodates,bathrooms,bed_type,bedrooms,beds,calculated_host_listings_count,cancellation_policy,guests_included,has_availability,host_is_superhost,host_listings_count,instant_bookable,maximum_nights,number_of_reviews,property_type,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,room_type,price
6,1,Real Bed,2,3,2,flexible,1,t,f,2,f,1125,0,House,,,,,,Entire home/apt,$259.00 
4,2,Real Bed,2,2,1,strict,1,t,f,1,t,7,0,Apartment,,,,,,Entire home/apt,$350.00 
4,1,Real Bed,2,4,1,strict,2,t,f,1,f,1125,6,House,10,10,10,100,10,Entire home/apt,$195.00 
3,1,Real Bed,0,2,4,moderate,2,t,f,5,f,1125,5,Apartment,10,10,10,100,9,Entire home/apt,$69.00 
5,2,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$850.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,26801,15,Apartment,10,10,9,82,8,Entire home/apt,$200.00 
6,6,Real Bed,3,3,7,strict,1,t,f,339,f,180,0,House,,,,,,Entire home/apt,"$1,199.00 "
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$200.00 
4,2,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$950.00 
4,2,Real Bed,3,4,1,moderate,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$600.00 
5,1,Real Bed,2,3,1,strict,4,t,t,1,f,1000,68,Apartment,10,10,10,98,10,Entire home/apt,$120.00 
1,1,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$300.00 
3,1,Real Bed,1,1,1,strict,2,t,f,1,f,21,58,Apartment,10,10,9,93,9,Entire home/apt,$95.00 
3,1,Real Bed,1,1,1,strict,1,t,f,1,t,1125,7,Apartment,9,10,9,90,9,Entire home/apt,$499.00 
8,3.5,Real Bed,3,3,1,moderate,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$500.00 
6,1.5,Real Bed,2,2,1,moderate,1,t,f,1,t,1125,0,Apartment,,,,,,Entire home/apt,$480.00 
16,8,Real Bed,8,11,2,strict,1,t,f,301,f,1125,0,House,,,,,,Entire home/apt,"$7,599.00 "
6,2.5,Real Bed,3,2,2,strict,1,t,t,2,f,1125,0,House,,,,,,Entire home/apt,$350.00 
4,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$350.00 
2,1,Real Bed,1,2,1,strict,1,t,f,1,f,1125,141,Apartment,10,10,9,92,9,Entire home/apt,$89.00 
4,1,Real Bed,0,3,1,strict,2,t,f,1,f,1125,2,Apartment,10,10,10,100,10,Entire home/apt,$135.00 
2,1,Real Bed,0,1,1,flexible,2,t,f,1,t,1125,38,Apartment,10,10,10,97,10,Entire home/apt,$85.00 
2,1,Real Bed,1,1,1,moderate,1,t,f,1,f,1125,2,Apartment,10,10,9,100,8,Entire home/apt,$100.00 
8,3,Real Bed,4,5,1,strict,1,t,t,1,f,1125,21,House,10,10,10,100,10,Entire home/apt,$475.00 
3,1,Real Bed,1,2,1,moderate,3,t,f,1,f,30,5,House,10,10,10,100,10,Entire home/apt,$145.00 
4,1,Real Bed,0,2,1,flexible,4,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Entire home/apt,$125.00 
8,3.5,Real Bed,4,3,4,flexible,1,t,t,4,f,1125,0,House,,,,,,Entire home/apt,$966.00 
2,,Real Bed,2,,1,strict,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$800.00 
4,1,Real Bed,1,2,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$325.00 
10,3.5,Real Bed,4,4,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,"$1,432.00 "
4,1,Real Bed,1,2,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Private room,$300.00 
5,1.5,Real Bed,3,3,1,moderate,5,t,f,1,f,5,0,House,,,,,,Entire home/apt,$349.00 
6,3,Real Bed,3,3,1,flexible,1,t,f,1,f,6,0,House,,,,,,Entire home/apt,"$2,800.00 "
4,1,Real Bed,2,2,1,strict,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$495.00 
12,2,Real Bed,3,7,1,strict,0,t,f,1,f,60,4,House,10,10,10,100,10,Entire home/apt,$300.00 
6,3,Real Bed,4,6,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,"$1,400.00 "
4,1,Real Bed,2,3,1,strict,4,t,f,1,f,1125,1,House,10,10,10,100,10,Entire home/apt,$225.00 
3,1,Real Bed,1,2,1,strict,3,t,f,1,t,29,1,Bungalow,10,10,10,100,10,Entire home/apt,$175.00 
4,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Treehouse,,,,,,Entire home/apt,$800.00 
4,1,Real Bed,1,2,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Private room,$250.00 
10,4,Real Bed,5,6,1,moderate,1,t,f,1,f,21,1,House,10,10,10,100,10,Entire home/apt,"$2,199.00 "
6,2.5,Real Bed,3,3,2,strict,4,t,f,2,f,14,0,House,,,,,,Entire home/apt,$750.00 
2,1,Real Bed,1,1,1,strict,1,t,f,2,f,10,1,Apartment,,,,,,Private room,$150.00 
4,1,Real Bed,2,3,1,moderate,2,t,f,1,f,730,46,Apartment,10,10,10,97,9,Entire home/apt,$160.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,10,Apartment,10,10,9,98,9,Entire home/apt,$85.00 
5,1,Real Bed,2,3,1,strict,1,t,f,1,f,1125,18,Loft,9,9,9,89,8,Entire home/apt,$175.00 
3,1,Real Bed,1,1,1,flexible,2,t,f,1,f,5,24,Apartment,10,10,10,95,9,Entire home/apt,$100.00 
3,1.5,Real Bed,1,1,17,strict,1,t,f,21,f,1125,4,Apartment,10,10,10,100,10,Entire home/apt,$215.00 
10,3,Real Bed,4,4,1,strict,8,t,f,1,f,14,5,House,10,10,10,100,10,Entire home/apt,"$1,200.00 "
10,3.5,Real Bed,4,6,1,strict,6,t,f,1,f,11,2,House,10,10,9,100,9,Entire home/apt,"$1,250.00 "
4,2,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,8,100,10,Entire home/apt,$500.00 
6,2.5,Real Bed,3,4,1,strict,4,t,f,1,f,10,1,House,10,10,10,100,10,Entire home/apt,$999.00 
2,1,Real Bed,1,1,14,moderate,1,t,f,21,f,1125,0,Apartment,,,,,,Private room,$129.00 
12,2,Real Bed,3,7,3,strict,12,t,f,4,f,60,2,House,10,10,10,100,8,Entire home/apt,$300.00 
10,3,Real Bed,4,6,4,flexible,1,t,t,4,f,1125,0,House,,,,,,Entire home/apt,"$1,389.00 "
4,1,Real Bed,1,2,1,flexible,1,t,t,1,f,7,19,Apartment,10,10,10,97,10,Entire home/apt,$200.00 
4,2.5,Real Bed,2,2,1,strict,1,t,f,1,f,10,4,Apartment,10,10,10,100,9,Entire home/apt,$450.00 
2,1,Real Bed,1,1,1,moderate,1,t,t,1,f,1125,27,Apartment,10,9,10,96,9,Entire home/apt,$129.00 
8,1,Real Bed,2,8,1,moderate,1,t,f,1,f,1125,8,House,10,9,9,90,9,Entire home/apt,$250.00 
6,2,Real Bed,3,4,1,moderate,1,t,f,1,f,14,0,Condominium,,,,,,Entire home/apt,$785.00 
4,1.5,Real Bed,2,2,1,strict,1,t,f,1,f,90,3,House,10,9,10,100,8,Entire home/apt,$439.00 
4,2,Real Bed,2,2,1,moderate,1,t,f,1,f,365,1,Condominium,10,10,10,100,10,Entire home/apt,$298.00 
4,1.5,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,1,House,10,10,10,60,4,Entire home/apt,$200.00 
10,2,Real Bed,3,5,7,strict,1,t,f,339,f,185,10,House,10,10,10,91,9,Entire home/apt,$299.00 
4,2.5,Real Bed,2,2,2,strict,1,t,f,2,f,90,2,Townhouse,,,,,,Entire home/apt,$200.00 
4,2,Real Bed,2,2,3,moderate,1,t,f,3,f,1125,4,Apartment,10,9,10,87,8,Entire home/apt,$345.00 
5,2.5,Real Bed,3,4,1,strict,5,t,f,1,f,1125,1,House,,,,100,,Entire home/apt,"$1,200.00 "
3,1,Real Bed,1,1,1,strict,2,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$185.00 
2,2,Futon,1,1,1,moderate,2,t,f,1,f,1125,3,House,10,10,10,100,10,Private room,$85.00 
2,1,Real Bed,1,1,1,strict,2,t,t,2,f,5,29,Apartment,9,10,9,99,10,Entire home/apt,$199.00 
6,2,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$999.00 
11,2,Real Bed,4,7,2,strict,8,t,f,2,f,1125,4,House,10,10,10,100,10,Entire home/apt,$350.00 
2,1,Real Bed,1,1,2,moderate,1,t,f,2,t,1125,83,Apartment,10,10,9,96,10,Entire home/apt,$109.00 
3,1,Real Bed,1,2,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Private room,$30.00 
6,1,Real Bed,2,2,2,moderate,2,t,f,2,f,15,16,Apartment,10,10,9,95,9,Entire home/apt,$75.00 
6,1,Real Bed,1,2,1,flexible,1,t,f,1,t,12,4,Apartment,10,10,10,85,9,Entire home/apt,$190.00 
4,2,Real Bed,2,2,3,moderate,1,t,f,3,f,1125,2,Apartment,10,10,9,90,9,Entire home/apt,$400.00 
4,1,Real Bed,1,1,1,moderate,2,t,f,1,t,7,4,Apartment,10,10,10,93,10,Entire home/apt,$250.00 
10,4,Real Bed,4,4,1,strict,1,t,f,1,f,3,0,House,,,,,,Entire home/apt,"$10,000.00 "
4,2.5,Real Bed,2,3,7,strict,1,t,f,339,f,365,8,House,10,8,10,80,8,Entire home/apt,$450.00 
3,1,Real Bed,1,2,6,strict,1,t,t,6,f,1125,7,Apartment,10,10,10,100,10,Entire home/apt,$104.00 
5,1,Real Bed,2,3,1,moderate,1,t,t,1,f,1125,53,Apartment,10,10,10,99,10,Entire home/apt,$200.00 
4,1,Real Bed,2,3,1,strict,1,t,f,1,f,1125,11,House,10,10,10,100,10,Entire home/apt,$179.00 
6,2,Real Bed,3,3,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,"$1,000.00 "
4,2,Real Bed,2,2,1,moderate,1,t,f,1,f,1125,2,Condominium,10,10,10,100,10,Entire home/apt,$308.00 
8,2,Real Bed,3,3,1,strict,1,t,f,1,f,1125,1,House,10,10,10,80,8,Entire home/apt,"$1,500.00 "
5,2,Real Bed,2,2,1,strict,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$275.00 
4,1,Real Bed,1,1,1,moderate,4,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$250.00 
4,1,Real Bed,1,1,1,strict,1,t,f,1,f,7,9,Apartment,10,10,9,96,9,Entire home/apt,$150.00 
5,2,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$500.00 
8,3,Real Bed,4,8,1,moderate,0,t,f,1,f,150,3,House,10,9,9,93,9,Entire home/apt,$600.00 
2,1,Real Bed,1,1,2,strict,1,t,f,2,f,1125,32,Apartment,10,10,10,95,9,Entire home/apt,$165.00 
2,,Real Bed,1,1,1,strict,2,t,f,1,f,15,6,Apartment,10,10,9,93,9,Entire home/apt,$150.00 
8,4,Real Bed,4,6,1,strict,1,t,f,3,f,1125,5,House,10,10,10,100,9,Entire home/apt,$548.00 
4,1.5,Real Bed,3,5,1,strict,1,t,f,2,f,30,3,House,10,10,10,100,9,Entire home/apt,$295.00 
6,2,Real Bed,3,4,1,strict,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,"$1,200.00 "
6,2.5,Real Bed,2,2,2,strict,1,t,f,2,f,1125,6,House,10,10,10,100,10,Entire home/apt,$425.00 
2,1,Real Bed,1,1,1,strict,2,t,f,1,f,30,52,House,10,10,10,96,9,Entire home/apt,$140.00 
3,1,Real Bed,1,1,1,strict,0,t,f,1,f,1125,3,Apartment,10,10,10,100,9,Entire home/apt,$129.00 
8,3.5,Real Bed,3,5,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,"$1,250.00 "
4,2,Real Bed,2,2,1,strict,1,t,f,1,f,14,4,Apartment,9,8,8,80,9,Entire home/apt,$500.00 
2,1,Real Bed,1,1,1,moderate,1,t,f,1,f,120,1,Apartment,10,10,10,100,10,Entire home/apt,$245.00 
2,1.5,Real Bed,1,1,2,moderate,1,t,f,2,t,1125,83,House,10,10,9,92,10,Private room,$48.00 
5,2,Real Bed,3,3,2,strict,4,t,f,2,f,1125,3,House,9,9,9,93,9,Entire home/apt,$950.00 
4,1,Real Bed,1,1,1,strict,1,t,f,1,f,1125,5,Apartment,10,10,10,96,10,Entire home/apt,$125.00 
9,3.5,Real Bed,5,5,1,strict,8,t,f,1,f,1125,3,House,10,10,10,93,9,Entire home/apt,$450.00 
10,2,Real Bed,3,4,2,flexible,1,t,f,8,f,1125,0,House,,,,,,Entire home/apt,$450.00 
2,1,Futon,1,1,1,strict,1,t,f,1,f,1125,0,Apartment,,,,,,Private room,$150.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,1125,1,Apartment,10,10,10,100,8,Entire home/apt,$600.00 
3,1,Real Bed,1,2,2,strict,2,t,t,2,t,1125,41,House,10,10,10,99,10,Entire home/apt,$125.00 
6,2,Real Bed,3,3,1,flexible,1,t,f,1,f,1125,1,House,10,10,10,80,8,Entire home/apt,$375.00 
4,1,Real Bed,1,2,7,strict,1,t,f,339,f,165,7,House,9,9,10,93,10,Entire home/apt,$150.00 
4,1,Real Bed,1,2,1,strict,2,t,f,1,f,1125,2,Apartment,9,9,9,100,9,Private room,$75.00 
3,1,Real Bed,0,2,2,strict,2,t,t,8,f,1125,7,House,10,10,10,100,10,Entire home/apt,$125.00 
2,1,Real Bed,1,1,1,strict,2,t,f,1,t,1125,20,Apartment,10,10,9,100,10,Private room,$109.00 
4,2,Real Bed,2,1,1,moderate,2,t,f,1,f,1125,1,House,10,10,10,100,8,Entire home/apt,$200.00 
2,1,Real Bed,0,1,1,strict,1,t,t,1,f,1125,92,Other,10,10,10,98,10,Entire home/apt,$75.00 
6,2,Real Bed,2,2,1,moderate,4,t,t,1,f,1125,14,House,10,10,10,100,10,Entire home/apt,$235.00 
4,2,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$500.00 
4,1,Real Bed,1,1,1,moderate,1,t,f,1,f,10,0,Apartment,,,,,,Entire home/apt,$300.00 
6,3,Real Bed,3,1,1,moderate,6,t,f,1,f,4,0,House,,,,,,Entire home/apt,$925.00 
6,2.5,Real Bed,3,3,7,strict,1,t,f,339,f,180,4,House,10,10,10,100,10,Entire home/apt,$249.00 
4,1,Real Bed,2,2,1,moderate,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$350.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$195.00 
5,1.5,Real Bed,2,3,1,moderate,5,t,f,1,f,7,1,Apartment,10,10,10,100,10,Entire home/apt,$600.00 
3,1,Real Bed,1,1,3,flexible,1,t,f,3,f,3,0,Condominium,,,,,,Entire home/apt,$600.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,1125,0,House,,,,,,Private room,$199.00 
4,2,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$700.00 
2,1,Real Bed,0,1,1,strict,2,t,f,1,f,14,0,Apartment,,,,,,Entire home/apt,$49.00 
5,1,Real Bed,2,2,1,strict,1,t,f,1,f,7,1,House,10,10,10,100,10,Entire home/apt,$240.00 
7,2,Real Bed,3,3,1,flexible,1,t,f,1,t,1125,0,House,,,,,,Entire home/apt,$600.00 
3,1,Real Bed,1,1,1,strict,2,t,f,1,f,14,4,Apartment,10,10,10,95,10,Entire home/apt,$175.00 
3,1,Real Bed,0,2,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,10,80,6,Entire home/apt,$300.00 
6,2.5,Real Bed,2,6,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,"$1,000.00 "
8,3,Real Bed,4,6,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$500.00 
3,1,Real Bed,1,1,1,strict,1,t,f,1,f,7,4,Apartment,10,10,10,100,10,Entire home/apt,$275.00 
3,1,Real Bed,1,2,1,strict,3,t,f,1,f,1125,0,Condominium,,,,,,Entire home/apt,$285.00 
10,2.5,Real Bed,6,7,1,strict,4,t,t,1,f,1125,49,House,10,10,10,97,10,Entire home/apt,$450.00 
8,2,Real Bed,3,3,2,moderate,1,t,t,2,f,1125,27,House,10,10,10,99,10,Entire home/apt,$290.00 
6,2.5,Real Bed,3,6,1,moderate,6,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$600.00 
1,1,Real Bed,1,1,2,strict,1,t,f,2,f,7,1,Apartment,10,10,10,100,10,Private room,$60.00 
4,1,Real Bed,1,2,7,strict,1,t,f,339,f,160,9,Apartment,10,10,9,96,9,Entire home/apt,$99.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,4,House,10,10,10,100,10,Private room,$110.00 
4,1,Real Bed,0,2,1,moderate,2,t,f,1,f,1125,2,Other,10,10,10,80,9,Entire home/apt,$100.00 
12,7.5,Real Bed,6,7,6,strict,1,t,f,8,f,10,0,House,,,,,,Entire home/apt,"$9,075.00 "
2,1,Real Bed,1,1,1,strict,2,t,f,1,f,730,69,Apartment,10,10,10,98,10,Entire home/apt,$125.00 
4,1,Real Bed,2,2,2,strict,2,t,t,8,f,1125,7,House,10,10,10,97,9,Entire home/apt,$135.00 
4,1,Real Bed,1,2,1,strict,2,t,f,1,t,365,8,Apartment,10,10,10,98,10,Entire home/apt,$139.00 
10,3.5,Real Bed,4,6,1,strict,1,t,f,1,t,7,0,House,,,,,,Entire home/apt,"$1,850.00 "
6,1,Real Bed,2,2,1,flexible,1,t,f,1,f,3,0,Apartment,,,,,,Entire home/apt,$200.00 
4,1,Real Bed,1,1,1,moderate,2,t,f,1,t,1125,0,Apartment,,,,,,Entire home/apt,$299.00 
4,1,Real Bed,2,4,1,strict,1,t,f,1,f,45,0,House,,,,,,Entire home/apt,$500.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$150.00 
6,2.5,Real Bed,3,4,1,strict,7,t,f,1,f,14,2,House,10,10,10,100,10,Entire home/apt,"$1,050.00 "
3,1,Real Bed,1,1,1,strict,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$100.00 
6,2,Real Bed,2,3,2,moderate,4,t,f,2,f,1125,5,Apartment,10,10,10,96,10,Entire home/apt,$349.00 
4,1,Real Bed,2,2,1,strict,4,t,f,1,f,270,0,House,,,,,,Entire home/apt,$249.00 
10,2.5,Real Bed,3,6,10,strict,1,t,t,12,f,1125,1,House,4,6,8,40,4,Entire home/apt,$499.00 
3,1,Real Bed,1,1,1,moderate,2,t,f,1,f,7,15,Apartment,10,10,10,100,10,Entire home/apt,$175.00 
2,1,Real Bed,1,1,1,moderate,1,t,f,1,f,1125,3,House,10,10,10,93,9,Entire home/apt,$110.00 
2,1,Real Bed,0,1,1,strict,1,t,f,1,f,10,2,Apartment,10,10,9,90,8,Entire home/apt,$500.00 
14,6,Real Bed,6,8,7,strict,1,t,f,339,f,1125,1,House,6,10,10,100,6,Entire home/apt,"$2,549.00 "
2,1,Real Bed,1,2,1,strict,1,t,f,1,f,8,0,Apartment,,,,,,Entire home/apt,$650.00 
6,2.5,Real Bed,3,3,1,strict,1,t,f,1,f,14,0,House,,,,,,Entire home/apt,"$1,665.00 "
2,1,Real Bed,1,1,1,moderate,1,t,f,1,f,1125,0,House,,,,,,Private room,$240.00 
10,3.5,Real Bed,4,7,1,strict,8,t,f,1,f,30,14,House,10,10,10,97,9,Entire home/apt,"$1,250.00 "
4,2,Real Bed,2,3,1,strict,1,t,f,3,f,1125,1,House,10,10,10,100,10,Entire home/apt,$295.00 
3,1,Real Bed,1,1,1,strict,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$100.00 
7,2,Real Bed,3,5,1,moderate,8,t,f,1,f,10,7,House,10,10,9,97,9,Entire home/apt,$402.00 
2,1,Pull-out Sofa,0,1,1,strict,2,t,f,1,f,14,0,House,,,,,,Entire home/apt,$160.00 
3,1,Real Bed,1,1,1,moderate,2,t,f,1,f,1125,3,Apartment,10,10,8,100,10,Entire home/apt,$85.00 
4,2,Real Bed,3,2,1,moderate,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$600.00 
4,1,Real Bed,2,2,1,flexible,2,t,f,1,f,1125,1,House,8,8,8,80,8,Entire home/apt,$350.00 
6,5,Real Bed,3,3,2,strict,1,t,f,301,f,1125,0,House,,,,,,Entire home/apt,$699.00 
5,2,Real Bed,3,3,1,strict,3,t,f,1,f,30,0,House,,,,,,Entire home/apt,$900.00 
6,2,Real Bed,3,3,1,strict,6,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$700.00 
3,1,Real Bed,1,1,1,flexible,1,t,f,1,t,1125,1,Apartment,10,10,8,100,8,Entire home/apt,$200.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,3,Apartment,10,10,10,93,10,Entire home/apt,$125.00 
8,3,Real Bed,4,5,1,moderate,1,t,f,1,f,30,0,House,,,,,,Entire home/apt,$700.00 
4,2,Real Bed,2,2,1,strict,1,t,f,1,f,10,0,Apartment,,,,,,Entire home/apt,$500.00 
4,1,Real Bed,1,2,1,strict,4,t,f,1,t,31,30,Apartment,10,10,10,95,9,Entire home/apt,$119.00 
5,1,Real Bed,2,4,1,moderate,4,t,f,1,f,1125,1,House,10,10,8,100,10,Entire home/apt,$160.00 
2,1,Real Bed,1,1,1,strict,2,t,f,1,f,1125,16,House,10,10,10,93,9,Entire home/apt,$169.00 
6,3,Real Bed,3,3,1,strict,1,t,f,2,f,1125,0,House,,,,,,Entire home/apt,$950.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,1125,1,Apartment,10,10,10,80,8,Private room,$150.00 
1,1,Couch,1,1,4,flexible,1,t,t,4,t,1125,9,House,9,9,10,91,9,Shared room,$80.00 
10,3,Real Bed,4,7,1,strict,10,t,t,1,f,14,25,House,10,10,9,95,10,Entire home/apt,$795.00 
6,2,Real Bed,3,3,1,strict,4,t,f,1,f,1125,5,House,10,10,10,100,10,Entire home/apt,$410.00 
4,1,Real Bed,2,3,7,strict,1,t,f,339,f,165,3,House,10,10,10,100,9,Entire home/apt,$149.00 
2,1,Real Bed,0,1,1,strict,2,t,f,1,f,1125,4,Apartment,10,10,10,100,10,Entire home/apt,$175.00 
2,1,Real Bed,1,2,2,flexible,1,t,f,2,f,1125,13,Apartment,10,10,10,96,9,Private room,$99.00 
10,2,Real Bed,3,4,3,moderate,1,t,f,3,f,14,2,House,6,8,9,71,6,Entire home/apt,$750.00 
2,1,Real Bed,1,2,1,strict,3,t,f,1,f,7,1,Condominium,10,10,10,100,10,Entire home/apt,$215.00 
2,1,Real Bed,1,1,5,strict,1,t,f,5,t,1125,25,Apartment,10,10,9,93,8,Entire home/apt,$89.00 
4,1,Real Bed,1,2,1,strict,1,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Entire home/apt,$400.00 
8,4.5,Real Bed,4,4,2,strict,1,t,f,301,f,1125,0,House,,,,,,Entire home/apt,"$1,899.00 "
1,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Private room,$288.00 
8,2,Real Bed,4,3,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,"$1,000.00 "
8,1,Real Bed,2,3,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Entire home/apt,$300.00 
6,2,Real Bed,2,3,1,strict,1,t,f,1,f,1125,2,Apartment,10,10,10,100,10,Entire home/apt,$295.00 
8,3.5,Real Bed,4,4,1,strict,1,t,f,1,f,7,0,House,,,,,,Entire home/apt,"$2,250.00 "
5,1,Real Bed,2,3,1,strict,4,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$185.00 
3,1,Real Bed,1,2,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$150.00 
8,4.5,Real Bed,4,5,1,moderate,1,t,f,1,f,10,4,House,10,10,10,100,10,Entire home/apt,$600.00 
4,1,Real Bed,1,2,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$280.00 
4,1,Real Bed,1,1,1,moderate,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$150.00 
4,1,Real Bed,1,2,5,strict,4,t,f,5,t,1125,73,Apartment,10,10,10,88,9,Entire home/apt,$115.00 
8,3.5,Real Bed,4,4,1,strict,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,"$1,450.00 "
4,1,Real Bed,1,2,1,strict,4,t,f,1,f,1125,10,Apartment,10,10,10,100,10,Entire home/apt,$230.00 
10,3,Real Bed,4,4,1,strict,6,t,f,1,f,365,24,House,10,10,10,93,10,Entire home/apt,$450.00 
9,2,Real Bed,3,6,7,strict,1,t,f,339,f,180,4,House,7,7,9,67,7,Entire home/apt,$299.00 
4,1,Real Bed,1,2,1,strict,1,t,t,1,f,1125,14,Apartment,10,10,10,97,9,Entire home/apt,$250.00 
2,1,Real Bed,1,1,1,moderate,1,t,f,1,f,30,0,Other,,,,,,Private room,$59.00 
5,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,1,House,10,10,10,100,8,Entire home/apt,$200.00 
4,1,Real Bed,2,2,2,strict,2,t,t,2,f,5,76,House,10,10,10,96,9,Entire home/apt,$170.00 
8,2,Real Bed,3,3,2,strict,1,t,f,301,f,1125,1,House,10,10,10,100,10,Entire home/apt,$899.00 
12,4,Real Bed,5,9,4,flexible,1,t,t,4,f,3,0,House,,,,,,Entire home/apt,"$1,725.00 "
5,1.5,Real Bed,2,2,1,moderate,1,t,f,1,f,1125,1,House,10,10,10,100,8,Entire home/apt,$300.00 
3,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Bungalow,,,,,,Entire home/apt,$225.00 
2,1,Real Bed,1,1,1,moderate,1,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Private room,$200.00 
5,1,Real Bed,1,3,9,strict,1,t,t,12,f,7,0,Apartment,,,,,,Entire home/apt,$395.00 
8,2,Real Bed,3,4,1,strict,1,t,f,1,f,14,1,House,10,10,8,97,10,Entire home/apt,$900.00 
10,2.5,Real Bed,5,6,1,strict,1,t,t,1,f,1125,17,House,10,10,9,99,9,Entire home/apt,$949.00 
6,2,Real Bed,3,3,1,moderate,1,t,f,1,f,30,0,House,,,,,,Entire home/apt,$595.00 
1,1,Pull-out Sofa,1,1,1,flexible,1,t,f,1,f,1125,2,House,10,10,10,100,10,Private room,$140.00 
4,1,Real Bed,2,2,1,strict,4,t,f,1,f,14,5,House,10,10,10,100,9,Entire home/apt,$225.00 
2,1,Real Bed,1,1,1,moderate,1,t,t,1,f,1125,49,House,10,10,10,99,10,Private room,$80.00 
4,1,Real Bed,1,2,1,flexible,1,t,f,1,f,10,0,Apartment,,,,,,Entire home/apt,$600.00 
6,2.5,Real Bed,3,4,7,strict,1,t,f,339,f,1125,3,House,9,10,8,93,9,Entire home/apt,$222.00 
2,1,Real Bed,1,1,1,moderate,1,t,f,1,f,30,0,Loft,,,,,,Private room,$300.00 
3,1,Real Bed,2,2,1,strict,2,t,f,1,f,1125,31,House,10,10,10,93,9,Entire home/apt,$104.00 
