accommodates,bathrooms,bed_type,bedrooms,beds,calculated_host_listings_count,cancellation_policy,guests_included,has_availability,host_is_superhost,host_listings_count,instant_bookable,maximum_nights,number_of_reviews,property_type,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,room_type,price
3,1,Real Bed,1,1,1,moderate,1,t,f,1,f,1125,1,House,10,10,10,100,10,Private room,$100.00 
2,1,Real Bed,1,1,1,moderate,1,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Entire home/apt,$102.00 
6,2,Real Bed,3,3,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$700.00 
8,2,Real Bed,4,4,1,moderate,8,t,f,1,f,1125,18,House,10,10,10,97,9,Entire home/apt,$574.00 
6,1,Real Bed,1,3,2,flexible,4,t,f,2,f,1125,0,Apartment,,,,,,Entire home/apt,$700.00 
1,2,Real Bed,1,2,1,flexible,2,t,f,1,f,1125,2,Apartment,10,10,8,100,8,Private room,$65.00 
4,1,Real Bed,2,2,10,strict,1,t,t,10,f,1125,11,House,10,10,10,100,10,Entire home/apt,$199.00 
4,1,Real Bed,1,1,1,moderate,2,t,f,1,f,4,0,House,,,,,,Entire home/apt,$200.00 
3,1,Real Bed,0,1,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Entire home/apt,$299.00 
4,1.5,Real Bed,1,1,2,strict,2,t,t,3,f,20,31,House,10,10,10,97,10,Private room,$80.00 
8,3,Real Bed,4,5,1,strict,1,t,f,1,f,14,3,House,10,10,10,100,9,Entire home/apt,$999.00 
2,1,Real Bed,1,1,1,flexible,2,t,f,1,f,15,2,Townhouse,10,10,10,100,10,Private room,$78.00 
5,1,Real Bed,2,2,2,strict,4,t,t,2,f,1125,7,House,10,10,10,97,9,Entire home/apt,$179.00 
6,1,Real Bed,1,2,1,strict,4,t,f,3,f,1125,29,Apartment,10,10,10,94,9,Entire home/apt,$143.00 
3,1,Real Bed,0,1,1,moderate,1,t,f,1,f,1125,18,Apartment,10,10,10,96,9,Entire home/apt,$129.00 
4,1,Real Bed,2,1,1,moderate,1,t,f,1,f,12,0,Apartment,,,,,,Entire home/apt,$325.00 
4,1,Real Bed,1,2,1,flexible,1,t,f,1,f,5,0,Apartment,,,,,,Private room,$299.00 
4,1,Real Bed,1,2,1,flexible,1,t,f,1,f,14,1,Condominium,10,10,10,100,8,Entire home/apt,$150.00 
2,1.5,Airbed,1,1,1,flexible,1,t,f,1,f,1125,4,Apartment,10,10,10,100,10,Private room,$65.00 
4,2,Real Bed,2,2,1,strict,4,t,f,1,f,1125,6,House,10,10,10,93,9,Entire home/apt,$370.00 
2,1,Real Bed,1,1,1,flexible,2,t,f,1,f,7,3,House,10,10,10,100,10,Private room,$150.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,2,Apartment,10,10,9,90,9,Private room,$100.00 
6,1,Real Bed,2,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$480.00 
7,2,Real Bed,3,4,7,strict,4,t,t,7,f,365,61,House,10,10,10,98,9,Entire home/apt,$220.00 
2,1,Real Bed,1,1,3,strict,1,t,f,6,f,120,8,House,10,10,10,89,9,Entire home/apt,$155.00 
6,3,Real Bed,3,3,1,strict,1,t,f,1,f,1125,0,Condominium,,,,,,Entire home/apt,"$1,025.00 "
10,3,Real Bed,4,5,1,flexible,1,t,f,1,f,6,3,House,10,9,10,87,8,Entire home/apt,"$1,250.00 "
10,3,Real Bed,5,5,6,flexible,10,t,f,9,f,365,1,House,10,10,8,100,10,Entire home/apt,"$1,000.00 "
3,1.5,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$57.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,30,0,Villa,,,,,,Private room,$45.00 
4,2,Real Bed,2,2,1,strict,4,t,f,1,t,9,5,House,10,10,9,92,9,Entire home/apt,$450.00 
6,1,Real Bed,2,3,1,strict,1,t,f,1,f,1125,2,House,10,10,10,100,10,Entire home/apt,$225.00 
8,2,Real Bed,2,4,6,strict,4,t,f,14,f,1125,0,House,,,,,,Entire home/apt,$199.00 
6,2,Real Bed,2,3,1,moderate,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$167.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,t,1125,4,Apartment,10,10,10,100,10,Private room,$40.00 
6,2.5,Real Bed,3,3,1,strict,6,t,f,1,f,30,1,House,10,10,10,100,10,Entire home/apt,$275.00 
4,2,Real Bed,2,3,8,moderate,1,t,t,9,f,30,2,House,10,10,10,100,10,Entire home/apt,$135.00 
6,1,Real Bed,2,2,1,strict,4,t,f,1,f,1125,1,House,10,10,10,100,10,Entire home/apt,$175.00 
4,,Real Bed,1,1,1,flexible,2,t,f,1,f,14,2,Apartment,10,10,10,100,8,Entire home/apt,$200.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,6,100,10,Entire home/apt,$120.00 
6,3,Real Bed,3,4,2,moderate,1,t,t,2,f,1125,1,House,10,10,10,100,10,Entire home/apt,$625.00 
8,3,Real Bed,4,4,2,strict,1,t,f,2,f,1125,1,House,10,10,10,100,10,Entire home/apt,$550.00 
4,1,Real Bed,1,2,2,strict,2,t,f,2,t,121,2,Apartment,10,10,10,100,10,Entire home/apt,$115.00 
10,2.5,Real Bed,2,2,1,moderate,1,t,f,1,f,1125,0,Condominium,,,,,,Entire home/apt,$265.00 
9,3.5,Real Bed,7,9,2,flexible,1,t,f,2,f,1125,0,House,,,,,,Entire home/apt,$200.00 
2,2,Real Bed,1,1,3,strict,1,t,f,6,f,45,0,House,,,,,,Entire home/apt,$250.00 
2,1,Real Bed,1,1,2,strict,1,t,t,2,f,1125,26,Apartment,10,10,10,95,9,Private room,$80.00 
3,1,Real Bed,1,1,6,strict,1,t,f,6,f,1125,0,House,,,,,,Private room,$159.00 
2,1,Real Bed,1,2,1,moderate,2,t,f,2,f,1125,7,Earth House,10,10,9,87,8,Private room,$125.00 
5,1,Real Bed,2,3,17,strict,1,t,f,19,f,1125,10,House,10,10,10,90,10,Entire home/apt,$187.00 
4,1,Real Bed,2,2,1,flexible,4,t,f,1,f,1125,1,House,10,10,10,100,10,Entire home/apt,$215.00 
3,1,Real Bed,1,2,1,flexible,1,t,t,1,f,28,74,Apartment,10,10,9,96,10,Entire home/apt,$110.00 
2,1,Real Bed,1,1,1,moderate,1,t,f,1,f,1125,0,House,,,,,,Private room,$249.00 
6,1.5,Real Bed,2,2,1,strict,4,t,f,1,f,90,41,House,10,10,10,96,9,Entire home/apt,$200.00 
3,1,Real Bed,0,1,1,flexible,1,t,f,1,f,1125,1,Loft,8,10,10,100,10,Entire home/apt,$100.00 
4,1,Real Bed,1,2,2,flexible,1,t,f,2,f,1125,0,House,,,,,,Private room,$250.00 
3,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$300.00 
2,1,Real Bed,1,1,1,moderate,1,t,f,1,f,1125,13,Apartment,10,10,9,92,9,Entire home/apt,$115.00 
4,1.5,Real Bed,1,2,1,flexible,2,t,t,1,f,1125,18,House,10,10,10,99,10,Private room,$95.00 
3,1,Real Bed,0,2,1,flexible,2,t,f,1,t,2,3,Apartment,10,10,9,93,9,Entire home/apt,$195.00 
6,1,Real Bed,2,2,1,moderate,1,t,f,1,f,14,0,House,,,,,,Entire home/apt,$475.00 
2,1,Real Bed,1,2,1,strict,1,t,f,1,f,7,2,House,10,10,9,100,9,Private room,$85.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,8,1,Apartment,10,10,10,100,10,Entire home/apt,$175.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,3,1,Apartment,10,10,10,100,8,Entire home/apt,$200.00 
6,2.5,Real Bed,2,4,7,strict,1,t,f,339,f,180,12,House,10,10,10,95,9,Entire home/apt,$286.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,1,Other,10,10,10,100,10,Entire home/apt,$150.00 
6,1,Real Bed,2,3,6,strict,3,t,t,6,f,1125,4,Apartment,10,10,10,90,10,Entire home/apt,$89.00 
6,1,Real Bed,2,3,5,strict,4,t,f,5,t,1125,41,Apartment,10,10,10,93,10,Entire home/apt,$119.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,1125,5,Apartment,10,9,10,92,8,Private room,$85.00 
3,1,Real Bed,1,1,1,flexible,1,t,f,1,f,16,12,House,9,10,9,83,8,Entire home/apt,$220.00 
11,4.5,Real Bed,5,6,2,strict,1,t,f,301,f,1125,0,House,,,,,,Entire home/apt,"$1,109.00 "
5,2,Real Bed,3,3,1,moderate,4,t,f,1,f,31,9,House,10,10,10,89,9,Entire home/apt,$300.00 
7,2.5,Real Bed,3,3,2,moderate,7,t,t,2,f,365,4,House,10,10,10,100,10,Entire home/apt,$450.00 
4,1.5,Real Bed,2,3,1,strict,1,t,f,1,f,14,2,House,10,10,10,100,9,Entire home/apt,$450.00 
6,2,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,9,Apartment,10,10,10,93,9,Entire home/apt,$400.00 
4,1,Real Bed,2,2,1,strict,4,t,f,1,f,1125,7,House,10,10,10,100,10,Entire home/apt,$350.00 
8,2,Real Bed,3,3,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$550.00 
4,1,Real Bed,1,2,5,strict,1,t,f,5,f,1125,0,House,,,,,,Private room,$175.00 
2,1,Couch,1,1,5,strict,1,t,f,5,f,1125,0,House,,,,,,Private room,$100.00 
4,1,Real Bed,1,2,1,flexible,2,t,f,1,f,3,19,House,10,10,10,99,10,Entire home/apt,$97.00 
4,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Entire home/apt,$400.00 
2,1,Real Bed,1,1,1,strict,2,t,f,1,f,7,133,House,10,10,10,96,10,Entire home/apt,$90.00 
7,2,Real Bed,2,2,1,strict,4,t,f,1,f,18,9,House,10,10,9,98,9,Entire home/apt,$495.00 
8,3,Real Bed,4,4,1,strict,4,t,f,1,f,14,1,House,10,10,10,100,10,Entire home/apt,$895.00 
3,2,Real Bed,1,1,1,moderate,2,t,f,1,t,1125,5,Apartment,10,10,9,100,9,Private room,$69.00 
3,2,Real Bed,2,2,1,strict,3,t,f,2,t,3,6,House,10,10,10,100,9,Entire home/apt,$350.00 
6,1,Real Bed,1,4,4,strict,1,t,f,4,f,365,53,Loft,10,10,10,98,9,Entire home/apt,$195.00 
9,2,Real Bed,4,4,6,strict,8,t,t,6,f,100,25,House,10,10,9,97,10,Entire home/apt,$399.00 
8,3,Real Bed,4,5,1,flexible,1,t,f,1,f,1125,2,House,10,10,10,100,10,Entire home/apt,$980.00 
4,3.5,Real Bed,3,3,1,moderate,1,t,f,1,f,365,0,House,,,,,,Entire home/apt,$800.00 
4,1,Real Bed,1,1,1,flexible,0,t,f,1,f,30,19,Apartment,10,10,10,97,10,Entire home/apt,$80.00 
4,2,Real Bed,2,2,2,strict,1,t,f,301,f,1125,0,Apartment,,,,,,Entire home/apt,$499.00 
6,1.5,Real Bed,2,3,1,strict,6,t,t,6,f,400,4,House,10,10,10,100,9,Entire home/apt,$225.00 
6,1,Real Bed,2,2,2,strict,2,t,f,2,f,1125,18,Apartment,10,10,9,92,9,Entire home/apt,$125.00 
4,1,Real Bed,1,2,1,moderate,1,t,f,1,f,1125,12,Apartment,10,10,9,96,9,Entire home/apt,$179.00 
4,1,Real Bed,1,2,1,moderate,1,t,f,1,f,1125,2,House,10,10,9,90,9,Entire home/apt,$215.00 
4,1,Real Bed,2,3,1,moderate,1,t,f,1,f,3,0,Apartment,,,,,,Entire home/apt,$400.00 
2,2.5,Real Bed,2,1,1,flexible,1,t,f,1,f,1125,0,Condominium,,,,,,Entire home/apt,$80.00 
2,1,Pull-out Sofa,1,1,2,strict,2,t,t,2,f,30,23,House,10,10,10,99,10,Entire home/apt,$125.00 
5,1.5,Real Bed,2,2,1,moderate,5,t,f,1,f,1125,3,House,10,10,10,100,10,Entire home/apt,$495.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,3,0,Apartment,,,,,,Entire home/apt,$250.00 
6,1,Real Bed,3,4,1,strict,1,t,f,2,f,1125,1,House,10,10,10,100,8,Entire home/apt,$400.00 
4,1.5,Real Bed,2,3,11,flexible,1,t,f,12,f,1125,1,Apartment,,,,,,Entire home/apt,$275.00 
6,2,Real Bed,2,2,1,strict,4,t,t,1,f,1125,12,House,10,10,10,98,10,Entire home/apt,$325.00 
4,1,Real Bed,1,2,1,moderate,3,t,f,1,f,5,0,Apartment,,,,,,Entire home/apt,$250.00 
6,3.5,Real Bed,3,3,1,strict,1,t,f,2,f,1125,2,Apartment,10,10,10,100,10,Entire home/apt,$499.00 
6,2.5,Real Bed,3,2,1,strict,6,t,f,1,f,15,2,House,9,10,9,90,8,Entire home/apt,$300.00 
6,1.5,Real Bed,2,4,1,strict,1,t,f,1,f,14,4,House,10,10,10,95,9,Entire home/apt,$225.00 
15,3,Real Bed,6,11,8,strict,8,t,t,9,f,30,5,House,10,10,9,96,10,Entire home/apt,$795.00 
4,1,Real Bed,1,1,1,moderate,2,t,f,1,f,1125,2,Apartment,10,10,10,100,10,Entire home/apt,$165.00 
4,1.5,Real Bed,2,3,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$333.00 
6,2.5,Real Bed,2,5,1,strict,5,t,f,1,f,14,6,House,10,10,9,100,9,Entire home/apt,$379.00 
6,1,Real Bed,2,3,2,strict,3,t,f,2,f,14,2,House,9,10,9,90,9,Entire home/apt,$300.00 
4,1,Real Bed,1,2,1,strict,2,t,f,1,f,365,1,House,10,10,10,100,10,Entire home/apt,$225.00 
6,1,Real Bed,2,3,1,strict,4,t,f,1,f,180,11,House,10,9,10,96,9,Entire home/apt,$224.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,7,0,Condominium,,,,,,Private room,$100.00 
4,1,Real Bed,1,2,1,moderate,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$195.00 
2,1,Real Bed,1,1,2,strict,2,t,f,2,f,1125,7,House,10,10,10,100,10,Private room,$75.00 
10,2.5,Real Bed,3,3,1,moderate,1,t,f,1,f,10,2,House,10,10,10,100,10,Entire home/apt,$349.00 
5,3,Real Bed,2,2,1,strict,5,t,f,1,f,7,0,House,,,,,,Entire home/apt,"$1,250.00 "
6,2,Real Bed,3,3,1,strict,6,t,f,1,t,7,4,House,10,10,10,100,9,Entire home/apt,$750.00 
12,2,Real Bed,4,6,1,strict,8,t,f,1,f,7,0,House,,,,,,Entire home/apt,"$1,100.00 "
6,3,Real Bed,3,3,1,strict,6,t,f,1,f,30,6,House,10,10,10,100,9,Entire home/apt,$525.00 
2,1,Real Bed,1,1,1,moderate,2,t,f,2,t,1125,9,House,10,10,10,100,10,Entire home/apt,$190.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,8,House,10,10,10,98,10,Private room,$75.00 
16,1,Real Bed,2,2,3,flexible,1,t,f,3,f,1125,2,House,10,10,8,90,8,Entire home/apt,$450.00 
8,2,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,1,Apartment,10,10,10,100,10,Entire home/apt,$400.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$400.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,4,3,Apartment,9,10,10,93,9,Entire home/apt,$123.00 
4,1.5,Real Bed,2,3,11,flexible,1,t,f,12,f,1125,0,Apartment,,,,,,Entire home/apt,$275.00 
8,2,Real Bed,4,2,7,strict,1,t,f,339,f,90,25,House,10,10,9,85,8,Entire home/apt,$172.00 
2,1,Real Bed,1,1,7,strict,1,t,f,7,f,1125,10,House,8,8,10,87,9,Private room,$99.00 
5,1,Real Bed,2,3,10,strict,1,t,t,10,f,1125,22,House,10,10,10,98,10,Entire home/apt,$199.00 
8,2,Real Bed,3,3,1,strict,6,t,t,1,f,28,12,House,10,10,10,100,10,Entire home/apt,$675.00 
12,4,Real Bed,5,7,1,strict,1,t,f,1,f,1125,6,House,10,10,10,100,10,Entire home/apt,"$1,600.00 "
6,2,Real Bed,2,2,1,strict,1,t,f,1,f,360,2,Apartment,9,9,8,77,6,Entire home/apt,$450.00 
3,1,Real Bed,1,2,1,moderate,2,t,t,1,f,1125,96,House,10,10,10,96,10,Entire home/apt,$90.00 
2,1,Real Bed,1,1,1,moderate,2,t,f,1,f,1125,3,Apartment,10,9,9,100,9,Private room,$54.00 
4,1,Real Bed,1,1,1,strict,1,t,f,6,f,1125,7,House,10,9,10,68,7,Entire home/apt,$99.00 
7,2,Real Bed,3,3,6,strict,6,t,f,9,f,15,0,House,,,,,,Entire home/apt,"$1,000.00 "
1,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Private room,$143.00 
6,3,Real Bed,3,3,3,strict,1,t,f,3,f,1125,0,House,,,,,,Entire home/apt,$475.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Private room,$150.00 
6,2,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,0,Townhouse,,,,,,Entire home/apt,$130.00 
6,1.5,Real Bed,2,3,2,moderate,1,t,f,2,f,5,1,Townhouse,10,10,8,100,8,Entire home/apt,$250.00 
5,2.5,Real Bed,3,3,1,strict,1,t,f,2,f,1125,1,House,10,10,10,100,10,Entire home/apt,$650.00 
5,2,Real Bed,2,2,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$200.00 
2,1,Real Bed,1,1,1,moderate,2,t,f,1,f,1125,3,Condominium,10,10,10,100,10,Entire home/apt,$70.00 
2,1.5,Real Bed,1,1,1,flexible,1,t,t,1,f,6,30,House,10,10,10,97,10,Private room,$64.00 
2,1,Real Bed,0,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$450.00 
3,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,6,House,10,10,9,88,9,Entire home/apt,$118.00 
2,1,Real Bed,1,1,1,moderate,1,t,f,2,f,365,5,Apartment,10,10,9,90,9,Entire home/apt,$65.00 
3,1,Real Bed,0,2,1,strict,1,t,f,1,f,1125,7,Apartment,10,10,10,100,10,Entire home/apt,$125.00 
4,1,Real Bed,2,2,1,strict,1,t,f,1,f,1125,12,House,10,10,10,98,9,Entire home/apt,$150.00 
3,1,Real Bed,0,2,1,flexible,1,t,f,1,t,12,54,Apartment,10,10,9,88,9,Entire home/apt,$85.00 
4,1,Real Bed,1,2,1,flexible,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$250.00 
5,1,Real Bed,1,1,14,strict,2,t,f,21,f,14,2,Apartment,10,10,10,80,8,Entire home/apt,$199.00 
2,1,Real Bed,1,1,1,strict,2,t,f,1,f,1125,0,House,,,,,,Private room,$999.00 
8,2,Real Bed,3,4,1,moderate,6,t,f,1,f,1125,3,House,10,10,10,100,9,Entire home/apt,$800.00 
2,1,Real Bed,1,1,2,flexible,1,t,f,2,t,1125,1,Apartment,8,8,10,100,10,Private room,$150.00 
4,1,Real Bed,1,2,1,flexible,1,t,f,1,f,4,2,Apartment,10,10,10,100,10,Entire home/apt,$200.00 
4,1,Real Bed,1,1,1,strict,1,t,f,1,f,1125,1,Apartment,10,10,8,100,10,Entire home/apt,$115.00 
4,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Condominium,,,,,,Entire home/apt,$111.00 
3,1,Real Bed,1,1,1,moderate,2,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$175.00 
2,1.5,Airbed,1,1,1,moderate,1,t,f,1,f,180,1,Other,10,10,10,100,10,Private room,$75.00 
6,2.5,Real Bed,6,3,6,strict,1,t,f,9,f,1125,0,House,,,,,,Entire home/apt,$900.00 
5,1,Real Bed,2,4,7,strict,1,t,f,7,f,1125,21,Camper/RV,10,10,10,100,10,Entire home/apt,$125.00 
10,2,Real Bed,3,4,7,strict,1,t,f,339,f,165,7,House,9,9,10,83,8,Entire home/apt,$145.00 
4,1,Real Bed,1,2,1,strict,1,t,f,1,f,2,0,House,,,,,,Private room,$175.00 
2,1,Real Bed,1,1,2,strict,1,t,t,2,f,1125,1,House,10,10,10,100,10,Private room,$135.00 
2,1,Real Bed,1,1,2,flexible,1,t,t,2,f,1125,39,House,10,10,10,99,10,Private room,$150.00 
3,1,Real Bed,1,2,1,strict,3,t,f,1,f,10,9,Apartment,10,10,10,93,10,Entire home/apt,$165.00 
2,1,Real Bed,1,1,2,strict,0,t,f,7,f,1125,14,House,10,10,10,94,9,Entire home/apt,$169.00 
2,1,Real Bed,1,1,5,strict,1,t,f,5,f,1125,1,House,10,10,10,100,10,Private room,$125.00 
4,1,Real Bed,1,2,7,flexible,1,t,f,8,f,1125,4,Apartment,10,10,10,100,10,Entire home/apt,$159.00 
2,1,Real Bed,1,2,1,strict,1,t,f,1,f,1125,14,Apartment,10,10,9,91,9,Entire home/apt,$115.00 
2,1,Real Bed,0,1,1,flexible,1,t,t,1,f,1125,129,Apartment,10,10,10,99,10,Entire home/apt,$150.00 
3,1,Real Bed,1,1,1,strict,1,t,f,2,f,365,52,Apartment,10,9,9,87,9,Entire home/apt,$125.00 
10,3.5,Real Bed,4,5,1,strict,10,t,t,1,f,30,16,House,10,10,10,99,10,Entire home/apt,$675.00 
6,1,Real Bed,2,3,1,strict,3,t,f,1,f,365,1,Apartment,10,10,10,100,10,Entire home/apt,$99.00 
3,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$100.00 
5,1,Real Bed,2,3,1,strict,4,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$200.00 
2,1,Real Bed,1,2,1,strict,1,t,f,1,f,365,14,Apartment,10,9,9,91,9,Private room,$79.00 
10,3,Real Bed,4,4,1,strict,1,t,f,1,f,1125,2,House,10,10,10,100,10,Entire home/apt,$600.00 
6,1,Real Bed,3,3,2,moderate,3,t,f,3,f,90,52,House,10,10,10,96,9,Entire home/apt,$150.00 
3,1,Real Bed,1,1,1,strict,2,t,t,1,f,1125,30,Apartment,10,10,10,98,10,Entire home/apt,$100.00 
4,1,Real Bed,1,2,1,strict,1,t,f,1,f,30,9,Apartment,10,10,10,100,10,Entire home/apt,$172.00 
2,1,Real Bed,1,1,1,strict,1,t,f,1,f,30,6,Loft,10,10,10,100,10,Entire home/apt,$130.00 
3,1,Real Bed,1,2,1,moderate,1,t,t,1,f,1125,25,Apartment,10,10,10,98,10,Entire home/apt,$120.00 
4,1,Real Bed,1,4,1,moderate,1,t,f,1,f,1125,4,Apartment,10,10,9,80,9,Shared room,$50.00 
3,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,1,House,10,10,10,100,10,Entire home/apt,$220.00 
8,2,Real Bed,3,4,1,strict,1,t,f,1,f,1125,18,House,10,10,10,99,10,Entire home/apt,$700.00 
1,1,Real Bed,1,1,2,flexible,1,t,f,2,f,1125,1,Apartment,10,10,10,80,8,Shared room,$50.00 
5,1,Real Bed,2,2,1,moderate,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$650.00 
4,1,Real Bed,1,1,1,moderate,1,t,f,1,f,5,3,House,10,10,10,100,10,Entire home/apt,$109.00 
16,4,Real Bed,5,9,6,strict,12,t,f,14,f,1125,0,House,,,,,,Entire home/apt,$799.00 
5,2,Real Bed,2,2,1,strict,1,t,f,1,f,1125,0,House,,,,,,Entire home/apt,$465.00 
2,1,Real Bed,1,1,2,flexible,2,t,f,2,f,1125,0,House,,,,,,Entire home/apt,$126.00 
4,1,Real Bed,2,2,6,strict,1,t,f,9,f,14,1,House,10,10,8,100,10,Entire home/apt,$200.00 
2,1,Real Bed,0,2,1,flexible,1,t,f,1,f,1125,2,Apartment,10,10,8,90,8,Entire home/apt,$118.00 
4,1,Real Bed,1,2,1,moderate,2,t,f,1,f,1125,9,House,10,10,10,98,10,Private room,$149.00 
12,2,Real Bed,4,10,2,strict,4,t,f,6,f,365,54,House,10,10,10,98,10,Entire home/apt,$329.00 
2,1,Pull-out Sofa,1,2,1,strict,2,t,f,1,f,1125,10,Apartment,10,10,10,96,10,Shared room,$149.00 
2,1,Real Bed,0,1,3,strict,1,t,f,6,f,7,34,House,10,9,10,94,9,Entire home/apt,$98.00 
2,1,Real Bed,1,1,1,flexible,1,t,f,1,f,1125,0,Other,,,,,,Private room,$180.00 
5,2,Real Bed,2,2,1,strict,4,t,f,1,f,7,4,House,10,10,10,100,9,Entire home/apt,$325.00 
2,1,Real Bed,1,1,2,strict,1,t,f,2,t,1125,6,Apartment,10,10,10,100,10,Private room,$75.00 
4,1,Real Bed,2,2,2,strict,1,t,t,2,f,1125,8,Apartment,10,10,10,100,10,Entire home/apt,$185.00 
2,1,Real Bed,0,2,1,flexible,1,t,f,1,f,1125,4,Apartment,9,9,9,85,10,Entire home/apt,$80.00 
4,2,Real Bed,2,2,1,flexible,4,t,f,1,f,1125,2,House,10,10,10,100,10,Entire home/apt,$185.00 
3,1,Real Bed,1,1,1,strict,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$400.00 
6,2.5,Real Bed,2,3,1,strict,6,t,t,3,f,1125,18,House,9,10,10,96,10,Entire home/apt,$199.00 
3,1,Real Bed,1,2,2,flexible,1,t,t,2,f,1125,0,Apartment,,,,,,Entire home/apt,$500.00 
6,2.5,Real Bed,2,3,1,moderate,4,t,f,1,f,30,5,House,10,10,9,95,8,Entire home/apt,$525.00 
3,1,Real Bed,1,1,1,strict,2,t,f,1,f,90,9,Apartment,10,10,9,89,9,Entire home/apt,$110.00 
4,2,Real Bed,2,2,1,strict,1,t,f,1,f,1125,0,Condominium,,,,,,Entire home/apt,$900.00 
8,2.5,Real Bed,3,4,1,strict,8,t,f,1,f,15,13,House,10,10,10,90,9,Entire home/apt,$325.00 
6,1.5,Real Bed,2,3,1,strict,2,t,t,1,f,30,79,Apartment,10,10,10,98,9,Entire home/apt,$125.00 
6,1.5,Real Bed,1,1,1,flexible,4,t,f,1,f,1125,5,Apartment,10,10,10,100,10,Entire home/apt,$250.00 
5,2.5,Real Bed,3,2,1,moderate,4,t,t,2,f,100,24,House,10,10,10,97,10,Entire home/apt,$210.00 
4,1,Real Bed,1,1,1,moderate,4,t,f,1,f,6,6,Apartment,9,9,7,87,9,Entire home/apt,$150.00 
2,1,Real Bed,1,1,2,strict,2,t,f,2,f,3,13,House,10,10,10,98,10,Private room,$54.00 
2,1,Real Bed,1,1,11,flexible,1,t,f,12,f,1125,0,Apartment,,,,,,Entire home/apt,$150.00 
6,1,Real Bed,1,3,1,strict,4,t,f,1,t,1125,3,House,10,10,10,100,10,Entire home/apt,$200.00 
2,2.5,Real Bed,1,1,2,strict,1,t,t,2,f,30,42,House,10,10,10,97,10,Private room,$99.00 
2,1.5,Real Bed,1,1,1,strict,1,t,f,1,f,1125,2,Bed & Breakfast,10,10,8,80,8,Private room,$125.00 
6,2,Real Bed,3,5,2,strict,0,t,,,f,74,0,House,,,,,,Entire home/apt,$360.00 
10,3,Real Bed,4,6,7,strict,1,t,f,339,f,1125,2,House,10,10,10,100,8,Entire home/apt,$399.00 
6,2,Real Bed,3,3,6,strict,1,t,f,8,t,20,0,House,,,,,,Entire home/apt,$348.00 
8,2,Real Bed,3,3,1,flexible,1,t,f,1,f,1125,0,Apartment,,,,,,Entire home/apt,$900.00 
4,1,Real Bed,1,2,6,strict,2,t,f,8,f,1125,5,Apartment,9,9,9,92,8,Entire home/apt,$109.00 
